UOID,Parent,Label,Impact Area,Genome,Outcome,Benchmark CPO,Benchmark Efficacy,Benchmark Evidence,Outcomes Produced,Outcomes Adjusted
13549,Z04.02.02,Veterans Network Committee Honor Flight of Northern & Western IL,,,,"$2,222",,,45,0.0133333
13550,Z12.01.04,YMCA of Metropolitan Chicago,,,,"$7,835",,,310,0.0053476
13552,Z12.01.02,Girl Scouts of Greater Chicago and Northwest Indiana (GSGCNWI),,,,$37,,,1200,0.0053476
13553,Z04.02.03,Newberry Library,,,,$166,,,1200,0.0133333
13555,Z06.05.01,By The Hand Club For Kids,,,,"$20,711",,,26,0.0027701
13556,Z05.03.01,Chicago Foundation for Women,,,,"$8,857",,,42,0.0041667
13557,Z12.01.04,Chicago Horticultural Society,,,,"$4,730",,,84,0.0053476
13558,Z12.01.04,Enlace Chicago,,,,"$7,004",,,23,0.0053476
13559,Z06.01.04,"Facing History and Ourselves, Inc.",,,,"$6,317",,,141,0.0027701
13561,Z12.01.04,Juvenile Protective Association,,,,$485,,,255,0.0053476
13562,Z12.01.01,"Mikva Challenge Grant Foundation, Inc",,,,$112,,,3500,0.0053476
13564,Z05.03.06,North Lawndale Employment Network,,,,"$23,421",,,19,0.0041667
13565,Z12.01.04,Northwestern Settlement's Adventure Stage Chicago,,,,"$2,552",,,30,0.0053476
13566,Z06.05.01,Options for Youth,,,,"$2,286",,,35,0.0027701
13567,Z08.02.01,Rush University Medical Center,,,,$290,,,1423,0.0057471
13568,Z12.01.04,"Hero Spark, Inc.",,,,$132,,,151,0.0053476
13569,Z01.01.01,The Joffrey Ballet,,,,"$10,597",,,92,0.0070922
13570,Z08.01.01,Lakeland Volunteers In Medicine,,,,$838,,,1430,0.0057471
13576,Z12.01.01,Cradles to Crayons Chicago,,,,"$1,483",,,24,0.0053476
13577,Z06.01.04,Umoja Student Development Corporation,,,,"$114,651",,,11,0.0027701
13578,Z05.03.06,North Lawndale Employment Network,,,,"$17,877",,,49,0.0041667
13581,Z05.03.06,North Lawndale Employment Network,,,,"$6,585",,,106,0.0041667
13582,Z12.01.01,Voices for Illinois Children,,,,"$2,692",,,13,0.0053476
13587,Z01.01.02,Braddock Carnegie Library Association,,,,$316,,,174,0.0070922
13589,Z03.04.01,"Hazelwood Initiative, Inc.",,,,"$133,333",,,6,0.0037736
13591,Z08.03.01,Southwest Pennsylvania Environmental Health Project,,,,"$1,318",,,277,0.0057471
13593,Z10.01.03,Green Building Alliance,,,,"$4,710",,,71,0.0270270
13594,Z06.01.02,Young Voices for the Planet,,,,$556,,,180,0.0027701
13595,Z01.02.01,Three Rivers Young Peoples Orchestras,,,,"$1,674",,,247,0.0070922
13597,Z06.02.04,Breakthrough,,,,"$10,744",,,63,0.0027701
13598,Z06.03.03,Breakthrough,,,,"$2,884",,,184,0.0027701
13599,Z06.04.01,Breakthrough,,,,$654,,,154,0.0027701
13600,Z12.01.04,Breakthrough,,,,$301,,,675,0.0053476
13601,Z02.01.02,Breakthrough,,,,"$750,000",,,1,0.2000000
13603,Z01.01.01,Steppenwolf Theatre Company,,,,$72,,,20030,0.0070922
13604,Z06.01.03,Achievement First,,,,$500,,,100,0.0027701
13606,Z06.01.04,"University of Maryland Baltimore Foundation, Inc.",,,,"$102,283",,,12,0.0027701
13614,Z01.02.01,Gene Siskel Film Center of the School of the Art Institute of Chicago,,,,$98,,,102,0.0070922
13618,Z01.02.01,Porchlight Music Theatre,,,,"$1,046",,,26,0.0070922
13619,Z12.01.03,"SGA Youth and Family Services, NFP",,,,"$1,792",,,657,0.0053476
13620,Z08.04.05,Cabrini Green Legal Aid,,,,"$2,857",,,7,0.0057471
13627,Z08.04.01,YWCA Nashville & Middle Tennessee,,,,"$1,059",,,548,0.0057471
13629,Z12.01.04,Young Chicago Authors,,,,$614,,,654,0.0053476
13631,Z01.01.01,Lookingglass Theatre Company,,,,$95,,,898,0.0070922
13640,Z06.01.04,Perspectives Charter Schools,,,,"$8,000",,,5,0.0027701
13641,Z01.02.01,Urban Gateways,,,,$351,,,350,0.0070922
13644,Z12.01.02,Cooke School and Institute,,,,"$8,454",,,162,0.0053476
13645,Z03.03.01,Meals of Hope,,,,$252,,,400,0.0037736
13647,Z08.01.01,"PANIRA Healthcare Clinic, Inc.",,,,$289,,,225,0.0057471
13655,Z06.05.04,Rush University System for Health,,,,"$4,261",,,176,0.0027701
13659,Z06.02.02,Ounce of Prevention Fund,,,,"$86,420",,,81,0.0027701
13660,Z06.02.02,HANA Center,,,,$0,,,67,0.0027701
13670,Z06.05.04,Public Health Sudbury & Districts,,,,"$5,113",,,37,0.0027701
13674,Z03.03.01,Community Development Council of Quiinte,,,,$200,,,750,0.0037736
13675,Z01.02.01,The Centre for Aboriginal (Ontario) o/a imagineNATIVE,,,,"$14,000",,,4,0.0070922
13676,Z05.03.06,Employment + Education Centre,,,,"$4,010",,,49,0.0041667
13677,Z08.02.02,Ve'ahavta,,,,"$9,167",,,30,0.0057471
13678,Z01.01.01,White Buffalo Road Healing Lodge Inc.,,,,"$1,667",,,30,0.0070922
13681,Z01.02.01,Talk Is Free Theatre,,,,"$3,421",,,57,0.0070922
13682,Z01.01.02,Unity Charity,,,,$78,,,6184,0.0070922
13683,Z01.01.02,Toronto Ward Museum Inc.,,,,$701,,,338,0.0070922
13684,Z12.01.04,Chicago Lions Charitable Association,,,,$826,,,161,0.0053476
13686,Z01.01.02,Chicago Humanities Festival,,,,$75,,,300,0.0070922
13688,Z08.04.05,UIC John Marshall Law School,,,,"$1,082",,,42,0.0057471
13691,Z01.02.01,Gene Siskel Film Center of the School of the Art Institute of Chicago,,,,$201,,,202,0.0070922
13697,Z05.04.02,VeteransPlus,,,,$10,,,125000,0.0041667
13702,Z12.01.04,Art Starts,,,,$410,,,400,0.0053476
13703,Z05.04.03,Neighborhood Trust Financial Partners,,,,"$5,486",,,669,0.0041667
13704,Z05.03.06,Newark Alliance,,,,"$20,892",,,12,0.0041667
13705,Z06.05.01,"YouthBuild USA, Inc. dba YouthBuild International",,,,$690,,,290,0.0027701
13706,Z08.07.02,Boys & Girls Club of Newark Inc,,,,$729,,,800,0.0057471
13709,Z05.03.06,LeadersUp,,,,"$4,126",,,206,0.0041667
13714,Z06.05.02,Moneythink,,,,$545,,,1740,0.0027701
13716,Z05.02.01,University of Hartford,,,,"$3,261",,,23,0.0041667
13718,Z06.05.04,"Year Up, Inc.",,,,"$45,188",,,2899,0.0027701
13720,Z05.03.01,Lakeside HOPE House,,,,"$2,917",,,24,0.0041667
13721,Z05.02.03,Greater Newark Enterprises Corporation (GNEC),,,,"$1,250",,,229,0.0041667
13723,Z05.03.05,"HEDCO, Inc",,,,$237,,,38,0.0041667
13724,Z03.04.01,LISC,,,,"$176,872",,,6,0.0037736
13726,Z06.05.04,"Our Piece of the Pie, Inc.",,,,$288,,,670,0.0027701
13734,Z12.01.01,U.S.-Japan Council,,,,"$4,000",,,25,0.0053476
13738,Z05.04.02,SaverLife,,,,$20,,,105307,0.0041667
13740,Z06.05.01,La Casa de Don Pedro,,,,"$13,333",,,15,0.0027701
13742,Z05.03.06,Per Scholas,,,,"$15,287",,,88,0.0041667
13748,Z10.02.01,Trout Lake Nature Center,,,,$6,,,20800,0.0270270
13750,Z03.03.02,Edible Education Experience,,,,$375,,,80,0.0037736
13751,Z01.01.01,Friends of the Mennello Museum of American Art,,,,$5,,,1726,0.0070922
13752,Z03.02.01,"Center for Independent Living in Central Florida, Inc.",,,,$810,,,247,0.0037736
13753,Z06.05.02,Big Brothers Big Sisters Lone Star,,,,$921,,,783,0.0027701
13754,Z08.02.02,"Heavenly Hoofs, DBA McCormick Research Institute",,,,"$4,167",,,90,0.0057471
13755,Z12.01.03,Children's Safety Village of Central Florida Inc.,,,,$26,,,2501,0.0053476
13759,Z05.04.02,"NCBW of 100 INC, M.A.C",,,,$104,,,384,0.0041667
13765,Z12.01.04,Gene Siskel Film Center of the School of the Art Institute of Chicago,,,,"$1,598",,,15,0.0053476
13766,Z01.01.02,Gene Siskel Film Center of the School of the Art Institute of Chicago,,,,$54,,,179,0.0070922
13767,Z03.04.03,Pathway Homes of Florida Inc,,,,"$9,524",,,99,0.0037736
13768,Z08.02.03,Mental Health Association of Central Florida,,,,$513,,,39,0.0057471
13769,Z06.02.02,Winter Park Day Nursery,,,,"$13,303",,,78,0.0027701
13770,Z01.02.03,"International Fringe Festival of Central Florida, Inc.",,,,$533,,,2400,0.0070922
13771,Z01.02.01,A Gift For Teaching,,,,$405,,,316,0.0070922
13772,Z06.01.03,A Gift For Teaching,,,,"$3,131",,,208,0.0027701
13773,Z01.01.02,Chicago Architecture Biennial,,,,$2,,,250000,0.0070922
13774,Z12.01.01,Centre R.I.R.E. 2000,,,,$932,,,220,0.0053476
13784,Z04.03.15,Festival des traditions du monde de Sherbrooke,,,,$1,,,68640,0.0133333
13785,Z04.02.03,SADC région de Coaticook,,,,$686,,,55,0.0133333
13787,Z06.04.02,Young Women's Christian Association El Paso del Norte Region,,,,"$1,717",,,1670,0.0027701
13791,Z12.01.04,BRICK Education Network,,,,"$1,452",,,430,0.0053476
13794,Z12.01.04,Carole Robertson Center for Learning,,,,"$4,167",,,60,0.0053476
13804,Z01.02.02,City of Chicago Department of Cultural Affairs & Special Events,,,,$900,,,150,0.0070922
13805,Z12.01.01,WE Charity,,,,$15,,,216900,0.0053476
13808,Z01.02.01,Gene Siskel Film Center of the School of the Art Institute of Chicago,,,,$930,,,22,0.0070922
13809,Z01.01.02,Gene Siskel Film Center of the School of the Art Institute of Chicago,,,,$113,,,179,0.0070922
13811,Z03.03.01,Related Affordable Foundation,,,,$229,,,70,0.0037736
13813,Z12.01.03,Related Affordable Foundation,,,,"$3,000",,,50,0.0053476
13814,Z06.05.03,Related Affordable Foundation,,,,"$10,000",,,3,0.0027701
13815,Z12.01.01,John Humphrey Centre for Peace and Human Rights,,,,$386,,,623,0.0053476
13816,Z05.04.02,Bexar County Family Justice Center Foundation,,,,$657,,,158,0.0041667
13820,Z08.04.05,YWCA USA,,,,$241,,,685,0.0057471
13821,Z06.05.04,Braven,,,,"$3,790",,,59,0.0027701
13822,Z06.03.03,Pratham Education Foundation,,,,"$903,506",,,2419,0.0027701
13841,Z04.02.04,Alberta Recreation and Parks Association,,,,"$1,500",,,100,0.0133333
13842,Z01.01.02,Vancouver Asian Heritage Month Society,,,,$3,,,15000,0.0070922
13843,Z05.03.05,AFP Foundation for Philanthropy - Canada,,,,"$7,444",,,18,0.0041667
13844,Z04.02.03,Armenian Holy Apostolic Church Canadian Diocese,,,,$782,,,273,0.0133333
13845,Z01.02.03,Africa Festival of Arts and Culture Society (AFACS),,,,$405,,,200,0.0070922
13846,Z04.02.04,Iranian-Canadian Centre for Art and Culture,,,,$36,,,13500,0.0133333
13847,Z04.02.03,Métis Addictions Council of Saskatchewan Inc.,,,,$56,,,1900,0.0133333
13856,Z03.03.01,End 68 Hours of Hunger,,,,$26,,,3500,0.0037736
13860,Z03.04.03,Rebuilding Together Philadelphia,,,,"$10,471",,,88,0.0037736
13866,Z03.03.01,St. Mary's Food Bank,,,,$55,,,300000,0.0037736
13869,Z12.01.01,Rwandan Canadian Healing Centre,,,,$863,,,150,0.0053476
13874,Z05.03.01,Hack the Hood,,,,"$6,793",,,58,0.0041667
13875,Z06.04.02,Gladesmore Community School,,,,$194,,,235,0.0027701
13880,Z05.03.01,NAF,,,,$199,,,15147,0.0041667
13882,Z12.01.04,KELY Support Group,,,,"$2,083",,,24,0.0053476
13883,Z06.04.02,Hetrick-Martin Institute,,,,"$4,278",,,18,0.0027701
13892,Z05.02.01,The Fore (operating under The Bulldog Trust),,,,"$35,015",,,47,0.0041667
13896,Z05.03.01,NFTE (Network for Teaching Entrepreneurship),,,,$783,,,383,0.0041667
13901,Z06.02.04,Related Affordable Foundation,,,,"$2,400",,,50,0.0027701
13902,Z06.03.03,"House of Bread, Inc.",,,,$188,,,520,0.0027701
13903,Z03.03.01,House of Bread,,,,$149,,,650,0.0037736
13904,Z03.03.01,People's Emergency Center,,,,$3,,,14577,0.0037736
13907,Z05.02.03,"Hispanic Business Initiative Fund of Florida Inc., dba Prospera",,,,$622,,,5000,0.0041667
13908,Z06.05.04,"The Foundation for Osceola Education, Inc.",,,,$125,,,800,0.0027701
13909,Z06.03.03,"The Foundation for Osceola Education, Inc.",,,,$223,,,480,0.0027701
13911,Z03.03.01,"Share Food Program, Inc",,,,$6,,,15000,0.0037736
13916,Z03.03.01,Aging & In-Home Services of Northeast Indiana,,,,$723,,,919,0.0037736
13917,Z06.01.04,The Foundation for Osceola Education,,,,"$2,284",,,67,0.0027701
13920,Z04.02.03,L'Anonyme U.I.M.,,,,$677,,,223,0.0133333
13922,Z04.03.09,"Volunteer Lawyer Program of Northeast Indiana, Inc.",,,,$144,,,2043,0.0133333
13923,Z03.04.03,Habitat for Humanity Philadelphia,,,,"$31,200",,,55,0.0037736
13925,Z03.03.02,MANNA,,,,"$1,538",,,3738,0.0037736
13926,Z05.03.01,"The Arc of Northeast Indiana, dba Easterseals Arc of Northeast Indiana",,,,$865,,,650,0.0041667
13941,Z03.03.01,Mercy Housing & Shelter Corporation,,,,$656,,,3500,0.0037736
13944,Z03.03.01,Foodshare,,,,$7,,,68850,0.0037736
13945,Z03.05.03,Bethesda Project,,,,"$13,589",,,139,0.0037736
13946,Z03.05.02,Interfaith Hospitality Network of Greater Fort Wayne (Just Neighbors Interfaith Homeless Network),,,,"$1,838",,,302,0.0037736
13951,Z04.02.03,Centre for Race and Culture,,,,"$1,925",,,67,0.0133333
13952,Z04.02.03,North Shore Multicultural Society,,,,$182,,,192,0.0133333
13953,Z04.02.03,Council of Agencies Serving South Asians,,,,$774,,,225,0.0133333
13955,Z03.05.02,American Red Cross Philadelphia Chapter,,,,"$1,531",,,949,0.0037736
13956,Z03.04.03,"Community Housing Solutions of Guilford, Inc.",,,,"$2,773",,,342,0.0037736
13957,Z03.03.01,"Loaves and Fishes Ministries, Inc.",,,,$14,,,6265,0.0037736
13959,Z03.04.03,Rebuilding Together Philadelphia,,,,"$15,169",,,62,0.0037736
13960,Z03.02.02,"Turnstone Center for Children and Adults with Disabilities, Inc.",,,,"$2,211",,,3091,0.0037736
13961,Z08.04.05,"Hartford Interval House, Inc.",,,,"$3,729",,,207,0.0057471
13962,Z03.04.03,"Philadelphia VIP, Inc.",,,,"$1,593",,,605,0.0037736
13965,Z12.01.02,Junior Achievement of New Jersey,,,,$50,,,2220,0.0053476
13966,Z08.04.05,YWCA Northeast Indiana,,,,"$3,232",,,351,0.0057471
13967,Z03.03.01,Hands On Hartford,,,,$791,,,974,0.0037736
13980,Z05.04.02,YWCA USA,,,,$329,,,619,0.0041667
13988,Z12.01.01,The Mosaic Institute,,,,$91,,,946,0.0053476
13989,Z04.02.03,Maison Saint Columba House,,,,$400,,,250,0.0133333
13995,Z01.01.02,Ballet Nebraska DBA American Midwest Ballet,,,,$0,,,10658,0.0070922
14003,Z04.02.03,Multicultural Council of Saskacthewan,,,,$7,,,20000,0.0133333
14008,Z03.03.01,Out of the Garden Project,,,,$77,,,27104,0.0037736
14018,Z05.04.01,Community Action of N.E. Indiana (dba:Brightpoint),,,,"$4,635",,,312,0.0041667
14023,Z03.05.02,"The Friends Program, Inc.",,,,"$26,112",,,27,0.0037736
14024,Z03.02.01,Inglis Foundation,,,,$597,,,563,0.0037736
14043,Z12.01.01,ALLIANCE JEUNESSE-FAMILLE DE L'ALBERTA SOCIETY,,,,$6,,,55000,0.0053476
14044,Z04.02.03,Nunavut Black History Society,,,,$25,,,3579,0.0133333
14048,Z03.04.03,West End Ministries,,,,"$1,705",,,103,0.0037736
14052,Z08.04.05,"Center for Nonviolence, Inc",,,,$634,,,538,0.0057471
14055,Z01.01.02,The Shoe Project,,,,"$1,400",,,100,0.0070922
14056,Z03.03.01,"Community Harvest Food Bank of Northeast Indiana, Inc.",,,,$17,,,51300,0.0037736
14057,Z03.05.02,Concord Coalition to End Homelessness,,,,$363,,,193,0.0037736
14062,Z03.03.01,"Grafton County Senior Citizens Council, Inc.",,,,$367,,,8652,0.0037736
14063,Z03.05.03,Greensboro Urban Ministry,,,,"$3,725",,,200,0.0037736
14067,Z08.05.02,HealthBridge Foundation of Canada,,,,$541,,,9000,0.0057471
14070,Z05.02.01,Village Capital,,,,"$46,308",,,12,0.0041667
14086,Z10.01.04,Nova Institute NPC,,,,$34,,,2435,0.0270270
14090,Z05.03.01,Oprah Winfrey Leadership Academy Foundation,,,,"$1,667",,,42,0.0041667
14105,Z03.03.01,Three Square,,,,$18,,,2830,0.0037736
14113,Z05.03.01,Working in Support of Education,,,,$268,,,850,0.0041667
14114,Z08.03.01,Dancing for Diabetes,,,,$27,,,1500,0.0057471
14115,Z05.04.02,National Foundation for Credit Counseling,,,,"$10,000",,,100,0.0041667
14116,Z03.04.01,Habitat for Humanity of Omaha,,,,"$197,400",,,12,0.0037736
14117,Z03.05.01,Homeless Advocacy Project (HAP),,,,"$1,242",,,1429,0.0037736
14123,Z10.01.04,The Resource Foundation,,,,$34,,,8778,0.0270270
14131,Z03.05.02,YWCA Greensboro,,,,"$3,923",,,52,0.0037736
14136,Z03.05.03,Women's Community Revitalization Project (WCRP),,,,$718,,,268,0.0037736
14138,Z03.05.03,Valley Youth House,,,,"$2,422",,,172,0.0037736
14141,Z12.01.04,Uplift Center for Grieving Children,,,,$850,,,1470,0.0053476
14142,Z03.03.01,The Greater Boston Food Bank,,,,$107,,,4500,0.0037736
14144,Z03.03.01,The Food Trust,,,,$14,,,23540,0.0037736
14145,Z03.05.04,The Connecticut Coalition to End Homelessness,,,,"$2,428",,,226,0.0037736
14148,Z03.03.01,Share Food Program,,,,$7,,,300000,0.0037736
14150,Z03.05.03,"SCAN, Inc.",,,,"$3,378",,,43,0.0037736
14152,Z03.05.03,Project HOME,,,,"$23,046",,,719,0.0037736
14161,Z03.03.03,Out of the Garden Project,,,,$651,,,3500,0.0037736
14166,Z08.04.05,Legal Aid of Nebraska,,,,"$1,563",,,400,0.0057471
14167,Z08.04.05,Legal Aid of Nebraska,,,,"$1,293",,,509,0.0057471
14169,Z08.04.05,Women's Center for Advancement,,,,"$1,077",,,4703,0.0057471
14170,Z03.05.01,Veterans Multi-Service Center,,,,$208,,,1900,0.0037736
14176,Z05.02.03,The Fore (operating under The Bulldog Trust),,,,"$56,195",,,26,0.0041667
14180,Z03.03.03,Greater Philadelphia Coalition Against Hunger,,,,$48,,,5000,0.0037736
14202,Z06.04.02,Hetrick-Martin Institute,,,,"$3,667",,,21,0.0027701
14204,Z03.04.03,The Mustard Seed of Central Florida,,,,"$893,237",,,1,0.0037736
14208,Z08.01.01,Community Transportation Network,,,,"$2,387",,,808,0.0057471
14209,Z03.05.03,The Servant Center,,,,"$14,573",,,17,0.0037736
14211,Z06.03.04,Boys & Girls Clubs of Hartford,,,,$344,,,750,0.0027701
14214,Z06.05.02,"CollegeTracks, Inc.",,,,"$1,313",,,533,0.0027701
14216,Z08.04.01,YWCA Northeast Indiana,,,,$19,,,6892,0.0057471
14217,Z08.04.05,YWCA Northeast Indiana,,,,"$1,466",,,324,0.0057471
14219,Z03.02.01,"League for the Blind & Disabled, Inc.",,,,"$4,647",,,485,0.0037736
14223,Z05.03.01,YWCA Northeast Indiana,,,,$700,,,100,0.0041667
14224,Z08.06.04,YWCA Northeast Indiana,,,,"$10,614",,,114,0.0057471
14229,Z03.03.01,Senior Resources Guilford,,,,"$1,165",,,625,0.0037736
14230,Z08.04.05,National Network to End Domestic Violence,,,,$731,,,479,0.0057471
14231,Z03.03.01,"Community Servings, Inc.",,,,"$2,790",,,2012,0.0037736
14232,Z03.03.01,Second Harvest Food Bank of Metrolina,,,,$183,,,8176,0.0037736
14233,Z03.05.02,"Vincent Village, Inc",,,,"$14,137",,,90,0.0037736
14239,Z10.01.04,HandsOn Hong Kong,,,,$2,,,1456,0.0270270
14240,Z03.06.10,HandsOn Hong Kong,,,,$156,,,27,0.0037736
14241,Z05.03.01,Hack the Hood,,,,"$13,198",,,10,0.0041667
14242,Z05.03.01,Hack the Hood,,,,"$10,351",,,51,0.0041667
14245,Z05.02.03,Vrutti,,,,$299,,,95,0.0041667
14246,Z05.03.01,Brunel University London,,,,"$1,546",,,134,0.0041667
14247,Z05.03.01,Career Ready,,,,"$1,371",,,1744,0.0041667
14248,Z05.02.03,Echoing Green,,,,"$10,552",,,70,0.0041667
14249,Z06.04.02,Gladesmore Community School,,,,$452,,,100,0.0027701
14251,Z09.01.03,Community Safety Knowledge Alliance,,,,"$40,000",,,10,0.0400000
14255,Z05.04.03,Hampden County Bar Foundation Inc.,,,,"$1,904",,,80,0.0041667
14257,Z03.03.01,"Sunshine Division, Inc.",,,,$639,,,100,0.0037736
14258,Z05.03.01,Career Ready,,,,$27,,,45500,0.0041667
14269,Z03.06.10,senior resource alliance,,,,$1,,,250,0.0037736
14277,Z03.03.03,Capitol Region Food Program dba Capital Region Food Program,,,,$14,,,6623,0.0037736
14278,Z03.03.01,Capitol Region Food Program dba Capital Region Food Program,,,,$11,,,6800,0.0037736
14279,Z05.03.01,HandsOn Hong Kong,,,,$600,,,5,0.0041667
14288,Z01.01.02,Everyman Theatre,,,,$203,,,16000,0.0070922
14294,Z03.04.03,"Pathway Homes of Florida, Inc.",,,,"$6,300",,,100,0.0037736
14295,Z06.05.02,Los Angeles United Methodist Urban Foundation,,,,"$1,143",,,350,0.0027701
14296,Z06.05.03,The Scholarship Fund of Alexandria,,,,"$3,333",,,300,0.0027701
14298,Z10.01.03,Environmental Integrity Project,,,,"$14,200",,,25,0.0270270
14300,Z05.03.06,"Second Harvest Food Bank of Central Florida, Inc.",,,,"$5,027",,,77,0.0041667
14302,Z03.05.04,Youth Emergency Services,,,,"$4,442",,,205,0.0037736
14303,Z12.01.02,"Lifeline Youth & Family Services, Inc.",,,,"$35,623",,,16,0.0053476
14304,Z03.01.02,"Lifeline Youth & Family Services, Inc.",,,,"$5,565",,,257,0.0037736
14305,Z06.02.02,"Lifeline Youth & Family Services, Inc.",,,,"$5,094",,,33,0.0027701
14306,Z12.01.04,Child Saving Institute,,,,"$13,975",,,63,0.0053476
14307,Z12.01.02,Child Saving Institute Inc,,,,"$8,061",,,21,0.0053476
14308,Z03.02.03,"Harc, Inc.",,,,"$28,927",,,260,0.0037736
14316,Z12.01.03,"MORE HEALTH, Inc",,,,"$45,000",,,1,0.0053476
14319,Z01.01.02,Northlight Theatre,,,,$45,,,3300,0.0070922
14321,Z10.02.01,Surfrider Foundation Europe,,,,$3,,,91160,0.0270270
14325,Z08.04.01,YWCA Nashville & Middle Tennessee,,,,$154,,,3780,0.0057471
14333,Z04.02.05,Bureau Associatif pour la Diversité et la Réinsertion,,,,$298,,,600,0.0133333
14338,Z05.02.03,The Asia Foundation,,,,"$1,510",,,69,0.0041667
14339,Z05.02.01,"Acumen, Inc.",,,,"$59,318",,,100,0.0041667
14340,Z05.02.03,TechnoServe Inc.,,,,$439,,,2400,0.0041667
14341,Z05.02.03,The Resource Foundation,,,,$677,,,523,0.0041667
14342,Z05.02.03,Foundation for Small Business Development,,,,$604,,,250,0.0041667
14343,Z12.01.04,New Horizons of SW FL,,,,"$1,326",,,113,0.0053476
14344,Z12.01.01,Sing for Hope Inc,,,,$6,,,82000,0.0053476
14345,Z12.01.01,The Chicago Community Trust,,,,$89,,,1850,0.0053476
14346,Z03.02.04,Start Me Up Niagara,,,,"$175,000",,,2,0.0037736
14347,Z08.04.01,House of Deliverance for Battered Women,,,,"$15,165",,,8,0.0057471
14350,Z06.05.01,C.A.R.E. Learning Centre,,,,"$7,059",,,42,0.0027701
14351,Z03.04.03,John Howard Society of Ontario,,,,"$9,224",,,61,0.0037736
14352,Z03.04.03,Habitat for Humanity of Collier County,,,,"$4,124",,,7032,0.0037736
14353,Z03.04.03,"Legal Aid Service of Collier County, a Division of Legal Aid Service of Broward County, Inc.",,,,$209,,,262,0.0037736
14354,Z03.05.01,Youth Haven,,,,"$12,375",,,291,0.0037736
14355,Z03.05.03,Services and Housing In the Province (SHIP),,,,"$14,226",,,27,0.0037736
14356,Z03.05.03,WoodGreen Community Services,,,,"$21,492",,,28,0.0037736
14357,Z12.01.03,OMNI Youth Services,,,,"$2,562",,,888,0.0053476
14358,Z08.06.04,Mackay Manor Inc.,,,,$868,,,420,0.0057471
14359,Z12.01.04,Youth Guidance,,,,"$4,238",,,1050,0.0053476
14360,Z12.01.04,Friends of the Children,,,,"$3,747",,,1248,0.0053476
14361,Z12.01.04,Hospitality Workers Training Centre (HWTC),,,,"$45,683",,,10,0.0053476
14362,Z12.01.04,KaBOOM!,,,,$90,,,1200,0.0053476
14363,Z12.01.04,Chain Reaction Bermuda,,,,$137,,,1170,0.0053476
14364,Z12.01.04,"Health World Education, Inc",,,,$0,,,75962,0.0053476
14365,Z12.01.04,Big Brothers Big Sisters Lone Star,,,,"$1,325",,,531,0.0053476
14366,Z12.01.04,Junior Achievement of New Jersey,,,,$49,,,1824,0.0053476
14367,Z12.01.04,Better Boys Foundation,,,,$351,,,498,0.0053476
14368,Z12.01.04,"Boys & Girls Clubs of Metro Denver, Inc.",,,,"$2,447",,,6060,0.0053476
14369,Z12.01.04,"The Bridge Family Center, Inc.",,,,$714,,,510,0.0053476
14370,Z12.01.04,Harrisburg Area YMCA,,,,"$1,961",,,20,0.0053476
14371,Z12.01.04,Street Soccer USA,,,,$31,,,2760,0.0053476
14372,Z12.01.04,Valerie's House,,,,"$1,345",,,298,0.0053476
14373,Z12.01.04,Juvenile Protective Association,,,,$351,,,174,0.0053476
14374,Z06.04.01,Girls Inc. of New York City,,,,"$1,389",,,90,0.0027701
14375,Z06.04.01,The Franklin Institute,,,,$6,,,100000,0.0027701
14376,Z06.04.01,Innovation High School,,,,$505,,,20,0.0027701
14377,Z06.04.01,Museum of Science and Industry,,,,$25,,,4000,0.0027701
14378,Z05.02.03,One by One Foundation,,,,"$2,055",,,71,0.0041667
14379,Z01.02.01,826 National,,,,$376,,,850,0.0070922
14380,Z01.02.01,"The Shelter for Abused Women & Children, Inc.",,,,$902,,,61,0.0070922
14381,Z01.02.01,Forward Momentum Chicago NFP,,,,$538,,,160,0.0070922
14382,Z08.04.05,YWCA Greenwich Connecticut Inc,,,,$225,,,6500,0.0057471
14383,Z05.03.01,Social Planning Council of Sudbury,,,,"$7,429",,,7,0.0041667
14384,Z08.04.05,Saint John's Program for Real Change,,,,"$16,096",,,414,0.0057471
14385,Z08.04.05,Houston Area Urban League,,,,$147,,,347,0.0057471
14386,Z08.04.05,Children's Home Society of Missouri dba FamilyForward,,,,"$1,068",,,267,0.0057471
14387,Z08.04.05,"Indiana Coalition Against Domestic Violence, Inc.",,,,"$1,194",,,42,0.0057471
14388,Z08.04.05,Love You Girl Foundation,,,,$67,,,300,0.0057471
14389,Z08.04.05,Plumas Rural Services,,,,"$1,150",,,3,0.0057471
14390,Z08.04.05,"liveSAFE Resources, Inc.",,,,"$22,096",,,1051,0.0057471
14391,Z03.03.01,Food4Kids,,,,$600,,,2500,0.0037736
14392,Z03.03.01,Community Food Centres Canada,,,,$444,,,384,0.0037736
14393,Z03.03.01,Chewelah Faith Resources Group,,,,$327,,,73,0.0037736
14394,Z08.02.01,Egale Canada Human Rights Trust,,,,"$8,560",,,120,0.0057471
14395,Z08.02.01,Lanark County Mental Health--Perth and Smiths Falls District Hospital,,,,$0,,,100,0.0057471
14396,Z08.02.01,London Family Court Clinic,,,,"$7,467",,,78,0.0057471
14397,Z08.02.01,Healthcare Network of Southwest Florida,,,,"$8,521",,,125,0.0057471
14398,Z08.02.01,"David Lawrence Mental Health Center, Inc.",,,,$489,,,3192,0.0057471
14399,Z03.05.02,oneROOF Youth Services,,,,"$6,618",,,72,0.0037736
